56	397	-40010.203	0.753
56	428	-37889.117	0.799
56	418	-40784.34	0.736
56	400	-37486.457	0.733
56	425	-39174.926	0.716
56	427	-36167.055	0.709
56	430	-38533.1	0.724
56	429	-30892.535	0.715
56	398	-35885.758	0.736
56	404	-35776.188	0.717
56	405	-38440.375	0.713
56	427	-37957.418	0.733
56	427	-33590.805	0.712
56	403	-42699.344	0.738
56	402	-44711.605	0.731
56	418	-39166.785	0.724
56	428	-34576.46	0.71
56	419	-40990.406	0.725
56	430	-37965.23	0.722
56	398	-35883.594	0.718
56	414	-38321.406	0.716
56	434	-32265.77	0.736
56	422	-33461.086	0.736
56	429	-35215.348	0.729
56	427	-34838.203	0.74
56	436	-32098.762	0.718
56	425	-36335.23	0.729
56	418	-41288.805	0.735
56	418	-40988.973	0.713
56	408	-36680.44	0.724
56	401	-37398.344	0.711
56	405	-36407.375	0.731
56	409	-38067.69	0.728
56	426	-37001.16	0.722
56	437	-31895.648	0.724
56	393	-36615.484	0.717
56	410	-39272.188	0.724
56	425	-35913.902	0.713
56	398	-44113.88	0.731
56	432	-37080.918	0.718
56	429	-38196.17	0.721
56	399	-36465.69	0.721
56	424	-36854.395	0.722
56	422	-38411.9	0.742
56	393	-39412.484	0.727
56	425	-39590.84	0.723
56	407	-36691.527	0.711
56	436	-31166.678	0.737
56	431	-37554.355	0.743
56	417	-39732.43	0.74
56	394	-39963.586	0.733
56	431	-40075.34	0.723
56	412	-39874.78	0.734
56	436	-33590.8	0.707
56	415	-37019.297	0.75
56	411	-36155.914	0.731
56	421	-38211.79	0.713
56	410	-38179.34	0.735
56	391	-40932.05	0.72
56	429	-34695.223	0.733
56	397	-41935.395	0.721
56	435	-38453.39	0.729
56	429	-32605.154	0.738
56	408	-37157.805	0.737
56	433	-33463.07	0.737
56	438	-31412.338	0.738
56	423	-35169.926	0.734
56	394	-45168.715	0.723
56	392	-39180.43	0.715
56	421	-36075.703	0.732
56	401	-38559.094	0.72
56	427	-36797.77	0.716
56	429	-39563.81	0.727
56	429	-33857.734	0.716
56	406	-37338.51	0.736
56	407	-37268.85	0.732
56	404	-37704.758	0.719
56	395	-42220.01	0.719
56	430	-34871.047	0.716
56	424	-36172.676	0.729
56	425	-33198.438	0.724
56	423	-34545.13	0.714
56	421	-35928.473	0.721
56	431	-34045.895	0.79
56	429	-33115.367	0.734
56	404	-39431.992	0.732
56	415	-37963.297	0.74
56	426	-34114.67	0.739
56	439	-32783.008	0.739
56	429	-35795.094	0.744
56	433	-31445.41	0.731
56	433	-33938.03	0.735
56	424	-38115.562	0.738
56	435	-30629.91	0.719
56	411	-43901.652	0.72
56	430	-35370.473	0.721
56	397	-38015.75	0.735
56	411	-42347.906	0.73
56	410	-41202.344	0.711
56	419	-38023.098	0.72
