45	312	-52125.035	1.943
45	317	-50042.793	1.748
45	310	-53902.22	1.719
45	345	-45259.79	1.72
45	306	-48933.58	1.767
45	299	-53864.363	1.733
45	314	-48936.543	1.707
45	305	-55837.64	1.728
45	346	-48126.656	1.736
45	303	-50846.812	1.788
45	334	-45887.656	1.72
45	319	-48630.945	1.734
45	304	-54462.688	1.742
45	301	-49856.168	1.767
45	309	-51091.414	1.73
45	279	-53582.395	1.718
45	347	-51838.242	1.723
45	308	-53062.867	1.77
45	322	-52032.09	1.733
45	346	-49252.465	1.768
45	306	-49164.355	1.764
45	312	-49516.492	1.757
45	274	-52940.73	1.727
45	302	-50032.742	1.726
45	306	-49473.88	1.737
45	312	-51260.344	1.718
45	324	-48141.2	1.742
45	306	-48383.18	1.75
45	324	-53094.305	1.72
45	313	-52580.96	1.796
45	304	-52524.324	1.754
45	298	-50607.367	1.74
45	292	-50640.62	1.735
45	320	-47012.957	1.73
45	308	-50220.117	1.727
45	270	-51367.46	1.731
45	296	-51542.688	1.713
45	310	-48634.316	1.753
45	327	-48433.97	1.797
45	296	-52469.562	1.746
45	310	-47779.496	1.707
45	317	-49601.777	1.775
45	321	-49022.64	1.754
45	280	-54660.125	1.731
45	311	-51523.19	1.701
45	312	-52296.824	1.737
45	305	-51927.902	1.72
45	325	-51350.766	1.732
45	333	-46496.723	1.738
45	337	-47372.086	1.764
