0.5	312	-50473.977	0.608
0.5	297	-53333.42	0.669
0.5	294	-49385.805	0.641
0.5	326	-49196.875	0.68
0.5	290	-53340.902	0.666
0.5	306	-51371.973	0.769
0.5	334	-48423.652	0.706
0.5	321	-51140.83	0.699
0.5	337	-51548.105	0.686
0.5	312	-52127.633	0.648
0.5	306	-52957.12	0.648
0.5	350	-53102.316	0.663
0.5	300	-53188.734	0.638
0.5	295	-49932.707	0.68
0.5	334	-46868.69	0.666
0.5	297	-52016.934	0.676
0.5	311	-51251.31	0.693
0.5	302	-51339.96	0.604
0.5	320	-56429.2	0.594
0.5	303	-51823.293	0.604
0.5	311	-53446.6	0.611
0.5	297	-50673.285	0.598
0.5	299	-54535.184	0.61
0.5	312	-53880.324	0.601
0.5	292	-53423.82	0.596
0.5	307	-49893.95	0.591
0.5	291	-52632.617	0.595
0.5	279	-53399.71	0.596
0.5	319	-49508.484	0.587
0.5	292	-50983.023	0.61
0.5	313	-50347.703	0.599
0.5	312	-51859.83	0.597
0.5	298	-49220.613	0.607
0.5	280	-52363.87	0.588
0.5	314	-47811.652	0.596
0.5	319	-52558.027	0.608
0.5	283	-53657.562	0.603
0.5	317	-49368.78	0.596
0.5	303	-51617.99	0.61
0.5	329	-48567.035	0.59
0.5	305	-51706.062	0.607
0.5	313	-51966.086	0.599
0.5	314	-50903.473	0.588
0.5	309	-54312.477	0.596
0.5	302	-52312.332	0.599
0.5	312	-52982.016	0.601
0.5	322	-47728.953	0.589
0.5	334	-48877.816	0.587
0.5	317	-50476.2	0.605
0.5	311	-49376.35	0.603
0.5	320	-49069.273	0.597
0.5	337	-55634.63	0.61
0.5	316	-48841.785	0.6
0.5	343	-48252.816	0.608
0.5	294	-50681.254	0.614
0.5	313	-52166.504	0.66
0.5	291	-53938.996	0.609
0.5	311	-50700.16	0.606
0.5	316	-49617.633	0.593
0.5	302	-57929.137	0.611
0.5	282	-50546.934	0.603
0.5	310	-49821.938	0.605
0.5	322	-54413.742	0.608
0.5	325	-50274.72	0.614
0.5	312	-49729.297	0.607
0.5	321	-51597.35	0.632
0.5	307	-49976.688	0.642
0.5	293	-48165.332	0.601
0.5	300	-50735.434	0.592
0.5	328	-50865.223	0.59
0.5	304	-50682.035	0.606
0.5	328	-49990.582	0.597
0.5	337	-48889.926	0.621
0.5	339	-49292.2	0.673
0.5	337	-48878.4	0.679
0.5	300	-50137.54	0.618
0.5	327	-48346.965	0.63
0.5	343	-46085.97	0.704
0.5	320	-53402.316	0.648
0.5	301	-49712.168	0.67
0.5	316	-48993.914	0.785
0.5	299	-52649.19	0.666
0.5	322	-49718.87	0.628
0.5	325	-50046.234	0.614
0.5	283	-51067.637	0.606
0.5	301	-48211.133	0.602
0.5	305	-48522.934	0.624
0.5	337	-52871.57	0.613
0.5	293	-52934.9	0.608
0.5	298	-48486.88	0.59
0.5	338	-53823.234	0.596
0.5	308	-49416.715	0.595
0.5	301	-53495.223	0.594
0.5	290	-50822.797	0.607
0.5	326	-47447.062	0.603
0.5	320	-50713.61	0.611
0.5	323	-52451.363	0.605
0.5	300	-51765.33	0.603
0.5	309	-49287.04	0.657
0.5	279	-55553.754	0.678
