32	270	-50229.414	0.377
32	247	-52297.047	0.463
32	272	-55247.496	0.414
32	219	-53037.523	0.466
32	250	-51873.707	0.419
32	228	-63665.4	0.442
32	190	-57259.527	0.419
32	287	-51760.395	0.432
32	258	-51444.84	0.428
32	211	-64871.3	0.442
32	233	-54636.703	0.405
32	259	-55141.57	0.448
32	286	-52701.73	0.424
32	224	-54652.426	0.393
32	254	-52613.96	0.407
32	238	-57626.61	0.364
32	293	-48600.008	0.372
32	281	-55736.543	0.371
32	248	-51510.023	0.385
32	246	-52353.098	0.363
32	290	-48821.81	0.378
32	247	-67625.49	0.377
32	200	-53931.06	0.383
32	289	-58141.734	0.368
32	254	-59325.49	0.385
32	188	-57680.676	0.371
32	212	-54348.965	0.37
32	244	-52713.68	0.369
32	275	-52934.77	0.372
32	215	-56553.06	0.373
32	208	-60254.1	0.366
32	272	-52403.023	0.365
32	297	-50394.652	0.378
32	224	-53260.797	0.377
32	276	-49390.715	0.372
32	235	-53742.9	0.378
32	309	-47138.87	0.381
32	281	-52247.094	0.385
32	254	-50902.523	0.387
32	238	-54437.96	0.375
32	319	-52304.777	0.374
32	209	-58983.754	0.381
32	197	-59332.945	0.374
32	191	-54243.84	0.369
32	336	-47348.44	0.376
32	247	-50529.656	0.388
32	287	-57208.52	0.369
32	245	-55643.523	0.371
32	287	-51923.8	0.378
32	176	-57515.285	0.416
32	248	-54729.598	0.406
32	309	-49843.207	0.396
32	252	-53225.71	0.404
32	256	-48701.934	0.393
32	189	-58624.016	0.388
32	259	-54954.137	0.388
32	209	-56489.58	0.392
32	256	-54852.36	0.376
32	233	-55440.44	0.375
32	280	-59289.785	0.379
32	235	-65607.75	0.371
32	266	-53045.33	0.375
32	242	-58393.168	0.381
32	209	-53473.17	0.38
32	283	-51115.05	0.359
32	298	-52266.402	0.392
32	262	-53364.477	0.371
32	233	-62405.254	0.362
32	229	-61202.586	0.375
32	298	-49744.594	0.37
32	259	-53574.04	0.369
32	262	-48676.52	0.368
32	262	-63828.57	0.374
32	262	-54247.184	0.379
32	272	-52047.11	0.389
32	283	-58165.895	0.381
32	295	-50748.76	0.385
32	224	-63738.098	0.369
32	219	-56605.348	0.379
32	299	-52122.336	0.377
32	280	-49424.7	0.373
32	243	-55943.703	0.373
32	256	-58429.375	0.377
32	226	-62523.715	0.402
32	258	-51680.883	0.369
32	184	-56035.434	0.371
32	272	-53045.2	0.362
32	247	-52265.453	0.379
32	264	-56469.94	0.381
32	262	-54462.15	0.379
32	281	-50264.77	0.38
32	269	-50741.61	0.377
32	226	-61408.81	0.377
32	240	-54835.133	0.367
32	306	-48233.457	0.371
32	284	-56937.273	0.378
32	245	-54385.168	0.379
32	201	-58046.902	0.375
32	190	-54815.414	0.373
32	212	-64274.32	0.359
