56	291	-53268.312	0.708
56	256	-62181.137	0.805
56	216	-61385.62	0.671
56	283	-57157.414	0.66
56	231	-54135.2	0.688
56	251	-50878.383	0.666
56	249	-52925.92	0.662
56	281	-46660.77	0.664
56	259	-53523.758	0.659
56	234	-56174.938	0.664
56	251	-55584.715	0.675
56	275	-48199.754	0.68
56	258	-56439.69	0.673
56	248	-58922.344	0.687
56	272	-55766.19	0.665
56	280	-50665.484	0.683
56	256	-57007.77	0.668
56	283	-52863.883	0.702
56	284	-51970.227	0.757
56	163	-61651.29	0.75
56	261	-53793.78	0.699
56	264	-52944.574	0.707
56	270	-56407.5	0.692
56	257	-59644.09	0.682
56	205	-60120.824	0.707
56	179	-56544.727	0.656
56	194	-55177.227	0.686
56	248	-53886.11	0.666
56	253	-54953.03	0.674
56	206	-54947.26	0.683
56	227	-54885.49	0.665
56	231	-54587.78	0.663
56	240	-54084.684	0.675
56	195	-54529.203	0.662
56	257	-49724.414	0.655
56	267	-52767.934	0.695
56	254	-52737.254	0.673
56	270	-51405.766	0.755
56	184	-57919.12	0.689
56	237	-55298.027	0.656
56	224	-53700.562	0.678
56	278	-57944.094	0.66
56	302	-50719.1	0.672
56	243	-54010.754	0.674
56	180	-54612.504	0.649
56	258	-52147.52	0.641
56	256	-60879.055	0.658
56	282	-54242.426	0.666
56	263	-50035.55	0.674
56	284	-57008.26	0.664
56	239	-52739.406	0.675
56	300	-54045.82	0.657
56	268	-49195.48	0.678
56	243	-56506.508	0.663
56	230	-56669.58	0.667
56	244	-51700.07	0.652
56	272	-53939.95	0.673
56	266	-51873.71	0.682
56	301	-56014.203	0.669
56	184	-57410.203	0.666
56	213	-57694.9	0.639
56	212	-59573.754	0.659
56	193	-55810.61	0.663
56	263	-52999.996	0.652
56	230	-57833.18	0.67
56	229	-51909.69	0.658
56	235	-55461.09	0.658
56	277	-51300.926	0.658
56	243	-51939.59	0.678
56	286	-47624.2	0.676
56	244	-51490.637	0.665
56	257	-54226.98	0.653
56	236	-56464.293	0.681
56	249	-54108.703	0.66
56	297	-55036.395	0.662
56	267	-58303.098	0.67
56	244	-51226.477	0.672
56	274	-50410.57	0.656
56	264	-62713.023	0.65
56	232	-47545.965	0.665
56	182	-62265.46	0.652
56	268	-53961.99	0.648
56	242	-62221.844	0.674
56	285	-50765.918	0.682
56	240	-53503.094	0.705
56	259	-57472.95	0.659
56	244	-65719.11	0.672
56	280	-53885.63	0.669
56	291	-53777.297	0.661
56	238	-54043.13	0.679
56	300	-47403.14	0.662
56	245	-61592.598	0.673
56	238	-56114.543	0.661
56	188	-54706.574	0.651
56	283	-50556.953	0.64
56	281	-51879.39	0.673
56	266	-55300.57	0.675
56	233	-52813.652	0.672
56	277	-64496.91	0.651
56	256	-50893.617	0.678
