0.28999996	332	-46408.117	0.73	-3569.1729
0.28999996	295	-50125.844	0.74	-3388.6199
0.28999996	275	-53401.688	0.634	-3599.0896
0.28999996	296	-49736.95	0.782	-3733.951
0.28999996	337	-45255.84	0.719	-3727.606
0.28999996	318	-50452.46	0.671	-3227.892
0.28999996	318	-50227.7	0.725	-3470.8716
0.28999996	306	-49255.52	0.702	-3633.587
0.28999996	278	-53377.64	0.636	-3597.3867
0.28999996	326	-48257.6	0.623	-3764.0264
0.28999996	271	-58017.465	0.629	-3348.163
0.28999996	312	-49908.85	0.626	-3861.3962
0.28999996	317	-53571.016	0.631	-3442.153
0.28999996	321	-51848.816	0.722	-3605.106
0.28999996	328	-48499.74	0.746	-3372.3599
0.28999996	305	-52710.95	0.658	-3358.471
0.28999996	305	-49949.36	0.705	-3664.4333
0.28999996	350	-46929.008	0.658	-3717.7512
0.28999996	309	-49020.836	0.705	-3340.6323
0.28999996	320	-50631.516	0.627	-3627.5986
0.28999996	321	-48389.74	0.643	-3567.6072
0.28999996	295	-51818.312	0.636	-3462.5256
0.28999996	319	-47395.062	0.633	-3705.458
0.28999996	292	-50201.29	0.649	-3646.3257
0.28999996	334	-47054.152	0.633	-3565.2358
0.28999996	292	-50379.562	0.636	-3396.4043
0.28999996	299	-51083.46	0.632	-3783.1782
0.28999996	303	-48277.56	0.632	-3545.5754
0.28999996	287	-51787.234	0.624	-3296.9849
0.28999996	330	-49503.855	0.63	-3622.4424
0.28999996	298	-52337.74	0.635	-3364.7542
0.28999996	285	-53432.883	0.637	-3732.1785
0.28999996	310	-49103.695	0.661	-3735.4253
0.28999996	305	-48311.75	0.715	-3572.1504
0.28999996	328	-48970.062	0.626	-3560.934
0.28999996	326	-48977.516	0.693	-3422.0513
0.28999996	321	-50815.21	0.691	-3514.997
0.28999996	299	-50086.938	0.728	-3496.8586
0.28999996	320	-49299.668	0.806	-3769.5757
0.28999996	338	-50699.418	0.85	-3552.0154
0.28999996	318	-49555.883	0.737	-3561.9146
0.28999996	330	-50122.8	0.662	-3482.233
0.28999996	284	-52597.316	0.679	-3524.4307
0.28999996	317	-49564.727	0.664	-3764.623
0.28999996	332	-49309.164	0.649	-3610.7795
0.28999996	308	-49445.45	0.673	-3327.9175
0.28999996	322	-49458.293	0.658	-3450.9802
0.28999996	300	-49618.61	0.662	-3527.4802
0.28999996	289	-52550.78	0.656	-3651.1172
0.28999996	296	-50984.438	0.744	-3758.1128
