10	308	-49793.2	0.432	-3846.8518
10	307	-51539.61	0.463	-3604.1726
10	310	-50622.465	0.468	-3634.9863
10	305	-50688.48	0.441	-3635.0918
10	316	-54146.477	0.437	-3545.5388
10	281	-56752.6	0.437	-3286.7695
10	290	-50755.69	0.431	-3879.6023
10	300	-55192.445	0.433	-3687.741
10	297	-51731.65	0.429	-3608.9653
10	321	-46933.836	0.436	-3579.41
10	308	-49462.71	0.436	-3365.4556
10	331	-51019.938	0.43	-3289.3496
10	312	-51011.05	0.433	-3440.032
10	337	-46095.637	0.445	-3518.1772
10	296	-50225.36	0.437	-3210.2637
10	281	-54677.734	0.43	-3299.836
10	307	-51377.13	0.426	-3765.9536
10	309	-51701.363	0.437	-3593.8936
10	312	-48496.402	0.433	-3522.934
10	306	-49945.043	0.431	-3415.4329
10	305	-52894.895	0.429	-3479.27
10	313	-51071.695	0.445	-3498.4385
10	309	-48892.94	0.426	-3527.5947
10	338	-48778.254	0.42	-3595.9192
10	297	-50688.94	0.439	-3378.435
10	306	-48069.26	0.43	-3714.6753
10	343	-49751.97	0.433	-3522.4102
10	324	-50874.05	0.427	-3185.3828
10	314	-48074.227	0.438	-3589.2622
10	270	-50267.863	0.434	-3668.5972
10	288	-52715.875	0.42	-3832.8394
10	266	-52404.715	0.433	-3603.747
10	307	-48920.816	0.425	-3883.1963
10	280	-52278.88	0.427	-3529.1992
10	264	-50153.156	0.417	-3787.8035
10	307	-49418.758	0.426	-3868.137
10	342	-48574.023	0.427	-3581.4224
10	309	-51389.027	0.438	-3389.722
10	302	-49551.176	0.419	-3618.001
10	293	-53712.598	0.417	-3649.3787
10	329	-47235.312	0.433	-3665.633
10	287	-50352.215	0.427	-3481.9402
10	328	-47123.633	0.425	-3614.1467
10	294	-54286.676	0.447	-3355.1646
10	286	-49743.586	0.438	-3725.4023
10	278	-56554.44	0.434	-3645.918
10	321	-50846.67	0.437	-3770.735
10	311	-49030.938	0.443	-3553.0522
10	332	-51645.203	0.44	-3465.577
10	311	-50316.973	0.436	-3483.5708
