40	342	-35842.082
40	358	-36252.69
40	334	-36067.98
40	301	-40968.37
40	280	-42329.98
40	342	-38304.234
40	297	-40937.035
40	320	-39070.285
40	356	-34015.31
40	327	-36550.266
40	366	-41965.9
40	324	-42995.504
40	326	-41357.15
40	330	-36407.58
40	328	-39378.062
40	336	-37309.76
40	313	-41194.96
40	297	-40791.918
40	333	-38295.99
40	334	-40377.227
40	353	-34962.812
40	330	-37166.47
40	379	-34781.2
40	304	-39791.523
40	357	-34903.586
40	327	-36995.918
40	355	-39219.824
40	301	-43672.887
40	337	-35638.04
40	369	-33139.832
40	318	-39421.586
40	308	-38841.258
40	346	-37920.055
40	331	-37163.78
40	309	-41403.246
40	330	-37806.848
40	342	-35725.56
40	343	-34585.473
40	318	-36348.496
40	368	-33882.848
40	360	-34751.35
40	367	-33026.47
40	328	-38342.414
40	287	-44270.504
40	352	-38347.145
40	347	-37254.8
40	355	-37370.934
40	338	-43305.824
40	366	-34581.49
40	319	-36869.445
40	340	-38144.438
40	349	-35403.715
40	376	-32683.98
40	315	-40540.816
40	365	-35943.516
40	289	-42528.566
40	339	-34084.805
40	337	-35830.617
40	348	-36593.957
40	338	-39163.254
40	322	-38246.645
40	320	-43048.12
40	323	-38048.605
40	352	-34202.02
40	356	-34967.395
40	363	-34440.57
40	314	-39219.69
40	318	-39787.324
40	352	-37480.836
40	318	-38862.676
40	326	-40406.84
40	379	-33962.023
40	334	-37107.71
40	320	-41096.45
40	325	-38054.234
40	355	-35559.16
40	355	-36756.234
40	309	-40789.59
40	303	-39085.69
40	344	-36489.99
40	318	-36719.945
40	362	-36341.914
40	349	-34900.547
40	361	-36924.098
40	381	-30789.91
40	358	-33457.797
40	324	-40191.03
40	351	-36959.59
40	392	-32056.51
40	318	-38953.53
40	331	-39613.438
40	364	-33438.445
40	321	-41686.16
40	333	-35951.59
40	317	-39884.633
40	327	-37451.45
40	356	-36514.402
40	348	-34757.703
40	312	-37244.17
40	335	-44759.562
