15	374	-34306.832
15	353	-36234.547
15	359	-37710.375
15	336	-37142.633
15	292	-40877.93
15	331	-39013.484
15	354	-34756.254
15	310	-40770.45
15	346	-36792.13
15	323	-39116.13
15	367	-34016.94
15	338	-38091.863
15	344	-38304.406
15	317	-38228.516
15	339	-36609.293
15	291	-39643.242
15	343	-38346.812
15	349	-40672.23
15	347	-36611.65
15	339	-35305.81
15	314	-41186.508
15	319	-38147.797
15	321	-40138.613
15	349	-34675.227
15	340	-36390.363
15	284	-49655.812
15	319	-38657.066
15	284	-40963.984
15	365	-35737.97
15	344	-38968.63
15	276	-54315.855
15	312	-40430.29
15	340	-35466.42
15	327	-40176.805
15	324	-42466.13
15	315	-40564.566
15	326	-38981.168
15	342	-38440.074
15	326	-39560.812
15	306	-41422.98
15	309	-40792.406
15	337	-40205.453
15	342	-38642.242
15	345	-39882.18
15	346	-34791.996
15	324	-37720.46
15	289	-41035.87
15	329	-36383.258
15	329	-38645.35
15	294	-42989.754
15	307	-38198.547
15	342	-36913.03
15	279	-41798.867
15	374	-32783.03
15	372	-35967.3
15	329	-43400.43
15	330	-37952.86
15	279	-44514.54
15	358	-35593.527
15	351	-37712.3
15	346	-36156.43
15	329	-38527.887
15	292	-41961.438
15	326	-39154.293
15	329	-35714.504
15	345	-37595.266
15	302	-39727.83
15	362	-34699.273
15	326	-37150.15
15	367	-36902.74
15	314	-47340.75
15	334	-37627.27
15	315	-43694.363
15	339	-42086.28
15	364	-34420.668
15	331	-41888.62
15	328	-40934.71
15	335	-36216.23
15	351	-41489.84
15	325	-40664.293
15	356	-38233.184
15	360	-41663.28
15	358	-37269.0
15	323	-39129.004
15	311	-40165.957
15	329	-39467.355
15	301	-43902.273
15	360	-37373.723
15	360	-33461.61
15	345	-40165.547
15	342	-41705.37
15	347	-37617.906
15	360	-33279.984
15	308	-40829.293
15	290	-41518.258
15	374	-36066.242
15	296	-39461.414
15	352	-37567.348
15	317	-47719.58
15	309	-41325.215
