55	283	18671.256	0.834	-3513.352
55	301	18749.398	0.809	-3712.8838
55	300	20672.645	0.792	-3599.3271
55	289	21280.074	0.786	-3484.744
55	333	18339.785	0.791	-3703.1973
55	304	17264.63	0.79	-3402.1191
55	277	18671.562	0.787	-3725.4204
55	306	19341.355	0.775	-3599.6409
55	303	20206.188	0.785	-3504.73
55	289	19409.826	0.795	-3624.736
55	338	17178.594	0.781	-3754.725
55	306	17152.861	0.788	-3445.2085
55	285	18643.057	0.79	-3471.2808
55	313	22157.771	0.781	-3527.4736
55	321	16726.78	0.778	-3498.5112
55	297	20165.203	0.784	-3548.6782
55	292	18603.934	0.781	-3622.5088
55	323	19835.871	0.782	-3711.6797
55	310	18281.357	0.795	-3389.134
55	300	20310.125	0.789	-3525.11
55	290	21483.717	0.787	-3599.078
55	286	17753.732	0.777	-3673.1985
55	315	19713.867	0.781	-3714.9204
55	282	20021.596	0.793	-3340.9624
55	283	19930.953	0.776	-3779.7935
55	308	20333.44	0.779	-3695.5996
55	273	25785.13	0.782	-3563.5234
55	307	19255.713	0.775	-3769.6772
55	317	16164.398	0.776	-3570.1729
55	316	18318.7	0.789	-3447.6223
55	260	20560.766	0.779	-3301.0664
55	316	21035.734	0.768	-3829.0273
55	311	17115.24	0.787	-3610.8052
55	318	17388.96	0.782	-3571.481
55	325	16883.195	0.8	-3396.4062
55	303	20123.436	0.785	-3366.5054
55	313	16600.125	0.783	-3528.7563
55	287	19642.988	0.774	-3461.9246
55	306	18147.617	0.786	-3543.295
55	299	19931.822	0.771	-3538.0498
55	332	17921.156	0.764	-3704.0303
55	307	19230.148	0.823	-3519.9731
55	302	19176.195	0.785	-3414.686
55	314	24235.043	0.777	-3382.2837
55	294	19097.004	0.789	-3657.9834
55	293	18562.934	0.788	-3571.8938
55	284	21619.904	0.773	-3557.1191
55	302	21470.41	0.77	-3632.5867
55	313	17246.436	0.784	-3625.0186
55	314	20676.9	0.783	-3524.329
55	309	18236.197	0.796	-3313.2993
55	313	17380.361	0.785	-3333.2397
55	284	21374.191	0.793	-3423.7402
55	283	20246.076	0.779	-3833.801
55	275	21505.104	0.781	-3695.6301
55	319	19668.115	0.788	-3708.0562
55	297	18582.766	0.795	-3416.3674
55	303	20350.973	0.784	-3477.995
55	335	17919.984	0.77	-3536.2803
55	313	17131.14	0.794	-3539.4614
55	309	17369.512	0.793	-3391.221
55	317	17980.01	0.784	-3518.5405
55	301	21068.447	0.785	-3532.7231
55	319	16413.95	0.778	-3659.417
55	282	18922.078	0.774	-3399.0488
55	294	17438.57	0.772	-3697.0015
55	288	18292.338	0.784	-3512.5679
55	303	18763.916	0.775	-3569.967
55	295	20885.854	0.777	-3383.8901
55	341	16738.895	0.784	-3488.6858
55	304	19811.66	0.8	-3330.6855
55	320	21163.705	0.785	-3696.1807
55	315	17617.217	0.787	-3557.414
55	265	28563.967	0.787	-3366.6343
55	353	16962.305	0.779	-3874.537
55	323	19905.816	0.801	-3404.6548
55	311	18112.805	0.797	-3402.2263
55	304	19123.418	0.792	-3575.7954
55	325	19005.246	0.776	-3462.6685
55	313	18207.273	0.79	-3522.5735
55	337	17267.383	0.796	-3604.4966
55	302	20099.781	0.791	-3310.2146
55	322	19142.883	0.792	-3622.8213
55	316	17795.129	0.78	-3497.2217
55	316	18533.791	0.787	-3220.5103
55	317	19804.14	0.787	-3487.7698
55	318	22843.947	0.788	-3400.5361
55	325	19193.393	0.79	-3419.7957
55	298	19344.697	0.802	-3487.5083
55	330	17988.38	0.784	-3407.617
55	314	21188.836	0.797	-3159.8687
55	285	19694.61	0.79	-3595.4749
55	293	19844.832	0.779	-3648.308
55	320	18115.514	0.781	-3598.0962
55	323	18870.197	0.781	-3264.232
55	294	17441.242	0.789	-3357.3457
55	317	20907.559	0.79	-3821.7231
55	291	20112.662	0.779	-3372.2324
55	279	19368.107	0.773	-3728.5557
55	290	21648.053	0.775	-3617.562
