65	346	-35515.23
65	317	-39417.797
65	324	-40449.09
65	352	-40149.066
65	289	-38847.418
65	348	-35160.367
65	339	-37900.34
65	324	-36745.71
65	341	-35152.344
65	359	-40924.383
65	381	-33890.195
65	297	-40248.273
65	330	-37659.9
65	339	-34669.04
65	351	-34683.773
65	343	-39449.156
65	334	-35045.895
65	368	-35634.12
65	301	-38007.35
65	327	-37145.383
65	330	-36850.965
65	304	-40501.242
65	340	-35840.285
65	323	-38398.562
65	311	-38191.062
65	374	-35733.035
65	330	-41089.81
65	317	-37830.55
65	338	-38070.996
65	375	-32463.762
65	382	-34477.44
65	367	-33490.05
65	319	-36785.79
65	376	-38691.543
65	336	-38007.637
65	335	-39616.848
65	338	-38910.953
65	336	-38325.855
65	339	-44081.37
65	340	-36609.758
65	349	-35735.645
65	379	-31625.514
65	301	-40993.36
65	336	-36684.316
65	340	-35962.438
65	347	-43883.33
65	314	-38738.176
65	351	-36554.117
65	347	-38685.645
65	354	-35733.574
65	352	-35691.773
65	366	-36664.18
65	326	-40982.84
65	342	-38332.15
65	354	-35065.926
65	318	-36951.508
65	328	-37196.855
65	374	-34819.78
65	382	-33569.207
65	347	-36669.79
65	346	-36042.973
65	349	-34570.816
65	348	-35670.957
65	374	-34391.543
65	365	-37697.625
65	308	-38117.5
65	297	-42571.04
65	330	-39934.17
65	320	-38189.08
65	330	-40002.92
65	289	-47333.508
65	358	-34359.477
65	359	-33853.336
65	386	-30999.719
65	294	-37897.566
65	310	-42223.293
65	345	-39935.066
65	310	-39352.723
65	353	-34327.406
65	380	-31806.898
65	306	-43724.55
65	337	-33640.566
65	294	-56379.78
65	321	-39863.227
65	370	-35825.203
65	354	-35039.19
65	295	-39504.01
65	372	-36028.016
65	337	-36795.22
65	334	-40273.105
65	318	-39861.58
65	352	-35586.746
65	329	-37313.83
65	347	-38119.496
65	308	-41795.96
65	359	-35761.5
65	343	-35771.516
65	370	-33274.46
65	338	-36968.055
65	356	-38426.625
