95	340	-38791.516
95	330	-35521.43
95	335	-36390.223
95	350	-35451.11
95	360	-35954.016
95	311	-36484.86
95	357	-31777.254
95	347	-34897.19
95	338	-37183.453
95	360	-36332.85
95	313	-54701.066
95	291	-40395.48
95	294	-39913.64
95	332	-34632.08
95	309	-38550.7
95	334	-41021.105
95	312	-40183.96
95	324	-36641.984
95	339	-36296.324
95	363	-35236.18
95	357	-33522.78
95	285	-45854.28
95	309	-40273.445
95	362	-34581.44
95	341	-40836.516
95	312	-37013.543
95	357	-34437.227
95	364	-34229.395
95	334	-37740.656
95	349	-35599.367
95	348	-38128.312
95	354	-38053.68
95	312	-43380.703
95	321	-39632.812
95	347	-37101.418
95	353	-35877.734
95	335	-38412.125
95	300	-38265.938
95	369	-32737.672
95	331	-35847.816
95	334	-42099.8
95	357	-37887.02
95	337	-41763.973
95	314	-37594.07
95	347	-34093.035
95	351	-33697.625
95	333	-37396.582
95	356	-33518.527
95	329	-39559.52
95	356	-35692.31
95	344	-37273.523
95	361	-35285.152
95	375	-32913.69
95	359	-33510.715
95	352	-36510.145
95	295	-39377.926
95	374	-33380.55
95	333	-40164.25
95	324	-37615.36
95	352	-41173.12
95	332	-44799.69
95	319	-40349.18
95	382	-31275.248
95	346	-41999.113
95	346	-38192.594
95	303	-39831.6
95	349	-37791.266
95	360	-34713.707
95	305	-42205.297
95	374	-33751.32
95	345	-36631.863
95	368	-31701.867
95	348	-36739.36
95	317	-40821.58
95	348	-36211.074
95	318	-43290.72
95	348	-36386.375
95	324	-38456.773
95	392	-32660.502
95	344	-40440.46
95	340	-39279.72
95	333	-36813.695
95	313	-40102.156
95	348	-34997.06
95	340	-37374.38
95	324	-38568.777
95	355	-37871.668
95	357	-33573.156
95	357	-36170.176
95	314	-42587.363
95	361	-34321.227
95	310	-44061.953
95	327	-36244.477
95	277	-45888.78
95	331	-38114.836
95	349	-38075.793
95	349	-36559.586
95	340	-44769.188
95	311	-37233.914
95	350	-35190.48
