33	324	16249.77	1.522	-3422.3755
33	288	18739.643	1.411	-3355.9639
33	337	17815.65	1.328	-3615.3545
33	341	19348.705	1.372	-3268.1938
33	300	18870.611	1.376	-3393.8926
33	271	20443.908	1.334	-3507.6606
33	326	18455.768	1.392	-3745.595
33	280	18489.904	1.377	-3448.4565
33	286	19436.03	1.367	-3622.768
33	314	18503.145	1.37	-3521.3994
33	338	17287.625	1.445	-3528.2935
33	332	23314.207	1.382	-3273.377
33	305	20049.72	1.385	-3381.7822
33	291	17434.85	1.359	-3643.4536
33	306	19607.166	1.337	-3748.739
33	321	17391.744	1.35	-3357.804
33	275	19853.941	1.363	-3344.3867
33	303	18052.338	1.351	-3752.4731
33	328	18965.877	1.339	-3609.5103
33	294	16883.459	1.345	-3572.8008
33	308	18495.176	1.326	-3359.0447
33	327	20039.56	1.353	-3697.039
33	291	17993.762	1.359	-3379.9346
33	301	18440.74	1.336	-3584.4229
33	307	18535.482	1.347	-3519.3752
33	280	19682.535	1.355	-3564.6372
33	298	18316.744	1.337	-3633.7407
33	282	19868.518	1.337	-3579.3867
33	300	21116.168	1.319	-3711.0679
33	355	18333.646	1.351	-3591.6152
33	330	16248.928	1.366	-3360.2148
33	336	18442.5	1.352	-3495.5706
33	315	20512.574	1.402	-3473.1743
33	297	16917.262	1.338	-3431.1606
33	299	18688.775	1.338	-3474.183
33	279	17488.062	1.353	-3603.2925
33	296	20287.373	1.338	-3789.3452
33	306	17118.5	1.347	-3725.4434
33	296	18672.336	1.362	-3685.1614
33	308	17866.521	1.339	-3639.8857
33	292	22004.791	1.344	-3604.8228
33	300	20504.492	1.342	-3666.2163
33	301	19577.305	1.363	-3748.3794
33	299	19550.105	1.351	-3531.8523
33	323	19744.12	1.358	-3506.1267
33	288	19769.281	1.362	-3552.1294
33	314	18881.123	1.437	-3633.1245
33	330	17681.398	1.327	-3592.628
33	300	16450.04	1.355	-3506.6235
33	313	18926.18	1.354	-3579.7778
33	323	17986.074	1.346	-3376.7056
33	317	18787.062	1.366	-3372.7944
33	343	19933.184	1.385	-3465.4902
33	283	18931.004	1.369	-3221.524
33	327	19504.943	1.359	-3584.5537
33	293	20679.62	1.392	-3379.5342
33	331	15592.764	1.347	-3676.8706
33	316	19588.877	1.356	-3459.3286
33	303	18837.115	1.4	-3612.1782
33	305	21073.635	1.37	-3660.0637
33	301	19230.287	1.378	-3477.979
33	301	17071.793	1.37	-3594.1462
33	317	18407.418	1.374	-3627.3271
33	305	20709.062	1.364	-3466.039
33	316	18101.324	1.353	-3437.4546
33	325	18319.676	1.35	-3404.565
33	293	18596.89	1.394	-3343.4407
33	325	20503.334	1.352	-3535.0186
33	310	17065.78	1.362	-3491.6187
33	318	18935.756	1.343	-3421.469
33	323	18105.81	1.345	-3376.311
33	326	20682.936	1.347	-3411.294
33	320	19024.348	1.382	-3384.6934
33	292	21665.713	1.362	-3403.5776
33	312	18642.771	1.339	-3620.8286
33	326	17648.365	1.344	-3560.5168
33	295	20464.166	1.335	-3506.1748
33	345	18457.012	1.355	-3612.173
33	296	20317.7	1.335	-3315.5762
33	319	17447.176	1.323	-3704.049
33	332	18229.318	1.352	-3536.353
33	307	17635.352	1.353	-3421.0137
33	301	23380.07	1.335	-3403.0564
33	290	20844.963	1.342	-3571.3584
33	309	18856.168	1.385	-3752.3762
33	313	18038.51	1.347	-3588.3535
33	293	19313.959	1.333	-3658.9019
33	314	18760.79	1.347	-3703.31
33	303	22721.293	1.328	-3405.92
33	276	25399.953	1.354	-3593.8013
33	292	20212.229	1.339	-3626.9668
33	305	19329.139	1.36	-3572.622
33	308	17363.148	1.369	-3702.666
33	317	19528.227	1.37	-3548.736
33	305	20511.797	1.354	-3483.435
33	304	19805.68	1.355	-3726.7131
33	319	23995.58	1.35	-3457.3557
33	312	17277.21	1.363	-3406.881
33	318	18958.55	1.347	-3481.708
33	299	20463.957	1.352	-3362.7703
