4	311	-45197.605
4	388	-34466.418
4	359	-33647.11
4	349	-37232.1
4	319	-40759.8
4	325	-39740.25
4	343	-37656.906
4	324	-41140.305
4	311	-43396.965
4	328	-41894.83
4	322	-45567.03
4	342	-42945.277
4	342	-40343.41
4	318	-39637.86
4	346	-43625.645
4	290	-48060.47
4	331	-35821.684
4	364	-36797.566
4	355	-47425.926
4	324	-41534.914
4	337	-47108.562
4	315	-44326.83
4	323	-38822.273
4	335	-40633.895
4	303	-39004.047
4	288	-42095.477
4	326	-42470.777
4	326	-42087.637
4	309	-40552.23
4	307	-47257.34
4	369	-38559.54
4	322	-41383.46
4	322	-37920.12
4	336	-38098.08
4	377	-36106.535
4	344	-35835.47
4	353	-34307.8
4	358	-39956.406
4	315	-40253.656
4	338	-39182.875
4	351	-40534.684
4	354	-41845.52
4	301	-39736.254
4	337	-36810.887
4	324	-38497.016
4	332	-39446.43
4	333	-40348.086
4	326	-37463.023
4	348	-40484.73
4	316	-39866.562
4	332	-38979.535
4	362	-33119.957
4	344	-38437.883
4	340	-39369.805
4	348	-36488.023
4	347	-36757.66
4	323	-40538.97
4	348	-37533.72
4	330	-39202.594
4	322	-46204.887
4	382	-32660.422
4	297	-47616.34
4	363	-40979.387
4	317	-38686.72
4	332	-40245.492
4	360	-41113.164
4	334	-38106.23
4	360	-38789.54
4	329	-38768.816
4	353	-36649.594
4	326	-39451.2
4	350	-35748.047
4	357	-35674.637
4	332	-36402.65
4	319	-47098.043
4	345	-38114.137
4	363	-34499.55
4	315	-43276.168
4	361	-37278.32
4	338	-41147.703
4	353	-39221.297
4	307	-44219.23
4	379	-36531.594
4	348	-46978.36
4	333	-42844.164
4	307	-41980.098
4	351	-40265.133
4	362	-40825.605
4	317	-41976.477
4	333	-42181.215
4	327	-43498.582
4	306	-43243.754
4	355	-36267.16
4	308	-47709.01
4	360	-36557.85
4	325	-39125.035
4	352	-38273.57
4	354	-34622.215
4	314	-42668.87
4	356	-33348.83
